Applicant_ID,Age,Gender,Employment_Type,Annual_Income,Credit_Score,Existing_Loans,Loan_Amount,Loan_Purpose,Eligibility,Approval_Probability
APP00754,35,Female,Salaried,25432,542,2,692637,Home,0,0.4343
APP00755,50,Female,Freelancer,286550,631,1,698874,Education,1,0.7194
APP00756,62,Female,Salaried,94687,663,0,263130,Home,1,0.7095
APP00757,37,Female,Salaried,269288,758,4,248408,Vehicle,1,0.9084
APP00758,25,Female,Salaried,210221,721,3,624181,Business,1,0.8771
APP00759,49,Male,Business Owner,243712,697,1,1089420,Vehicle,1,0.697
APP00760,24,Male,Business Owner,212840,633,2,386645,Medical,1,0.6835
APP00761,30,Male,Salaried,189329,521,3,442911,Vehicle,1,0.721
APP00762,37,Female,Self-Employed,200746,526,3,52510,Vehicle,1,0.6901
APP00763,30,Male,Salaried,201443,546,0,1490929,Medical,1,0.7309
APP00764,37,Female,Business Owner,254354,656,2,1171680,Education,1,0.7572
APP00765,40,Other,Self-Employed,193369,759,2,1051788,Business,1,0.7406
APP00766,44,Female,Salaried,59743,757,4,1404288,Education,1,0.5416
APP00767,25,Female,Freelancer,224824,743,0,1482677,Education,1,0.6937
APP00768,54,Male,Salaried,104803,638,4,1123790,Business,1,0.5983
APP00769,26,Female,Salaried,226123,771,0,1004048,Home,1,0.7599
APP00770,22,Female,Self-Employed,47076,605,2,793577,Education,0,0.4214
APP00771,33,Male,Unemployed,4541,748,0,1106686,Home,0,0.4615
APP00772,63,Male,Salaried,231384,546,0,670531,Education,1,0.8097
APP00773,63,Female,Salaried,275699,585,0,150661,Home,1,0.9463
APP00774,31,Female,Salaried,159035,812,1,28077,Vehicle,1,0.8924
APP00775,43,Female,Self-Employed,169938,663,1,861306,Business,1,0.6806
APP00776,36,Female,Salaried,188377,625,2,256797,Business,1,0.8385
APP00777,51,Female,Self-Employed,238968,768,0,179299,Education,1,1.0
APP00778,31,Male,Unemployed,1561,777,2,1466729,Personal,0,0.4495
APP00779,36,Male,Self-Employed,275703,645,1,1330474,Vehicle,1,0.7555
APP00780,28,Male,Salaried,172702,702,0,1346408,Education,1,0.7355
APP00781,24,Male,Salaried,142907,690,4,803480,Medical,1,0.6703
APP00782,60,Female,Salaried,230591,453,1,1343288,Business,1,0.6852
APP00783,24,Female,Freelancer,89591,568,1,894015,Business,0,0.4894
APP00784,45,Female,Salaried,234633,755,1,1002523,Home,1,0.8806
APP00785,23,Male,Salaried,258559,613,0,420761,Vehicle,1,0.8218
APP00786,52,Female,Self-Employed,298495,722,3,104449,Medical,1,0.7786
APP00787,23,Female,Salaried,145533,701,4,579505,Vehicle,1,0.6541
APP00788,47,Female,Self-Employed,128627,777,4,1237770,Business,1,0.5404
APP00789,49,Female,Salaried,153381,570,2,174818,Vehicle,1,0.7049
APP00790,52,Male,Business Owner,267264,711,0,936213,Medical,1,0.7916
APP00791,39,Male,Freelancer,98309,674,1,1186449,Home,1,0.5425
APP00792,41,Male,Self-Employed,250074,616,3,1346078,Vehicle,1,0.6513
APP00793,25,Male,Unemployed,6376,616,0,124064,Home,0,0.3437
APP00794,38,Male,Salaried,168573,698,0,629675,Business,1,0.8444
APP00795,48,Female,Self-Employed,61382,730,3,694116,Business,0,0.4675
APP00796,62,Female,Self-Employed,247426,685,1,976793,Home,1,0.6945
APP00797,42,Female,Self-Employed,48341,687,0,985601,Business,0,0.4684
APP00798,41,Female,Salaried,170439,640,4,1004185,Education,1,0.7491
APP00799,26,Male,Salaried,251280,645,4,96728,Home,1,0.8466
APP00800,21,Female,Salaried,156066,616,3,1236907,Education,1,0.6473
APP00801,25,Male,Salaried,225940,638,1,823842,Home,1,0.8667
APP00802,61,Male,Salaried,284252,727,3,1164272,Education,1,0.8426
APP00803,32,Male,Business Owner,110820,736,0,1050963,Education,1,0.6147
APP00804,46,Male,Salaried,84949,577,4,283591,Business,0,0.4484
APP00805,54,Male,Salaried,235377,608,2,1176530,Business,1,0.7013
APP00806,34,Male,Self-Employed,87543,623,3,96569,Vehicle,1,0.5858
APP00807,46,Male,Self-Employed,286878,674,2,247963,Home,1,0.6941
APP00808,47,Other,Freelancer,229446,545,2,741025,Personal,1,0.6995
APP00809,29,Male,Self-Employed,233851,609,4,1080213,Business,1,0.621
APP00810,46,Male,Salaried,184011,569,3,703556,Home,1,0.6809
APP00811,42,Male,Business Owner,92381,712,2,949873,Medical,1,0.5092
APP00812,50,Female,Self-Employed,127416,677,0,760377,Home,1,0.6404
APP00813,63,Male,Salaried,37780,642,1,1286865,Vehicle,1,0.6065
APP00814,37,Male,Self-Employed,73458,594,1,1082136,Vehicle,0,0.4035
APP00815,46,Male,Freelancer,288653,644,4,141241,Education,1,0.7894
APP00816,56,Male,Salaried,202946,634,3,537703,Medical,1,0.8179
APP00817,21,Male,Salaried,56533,810,3,488704,Education,1,0.5253
APP00818,28,Male,Salaried,288503,759,1,1193132,Home,1,0.9179
APP00819,55,Male,Salaried,144119,624,0,1374707,Personal,1,0.7083
APP00820,35,Male,Salaried,246140,693,1,28225,Personal,1,0.9124
APP00821,42,Male,Self-Employed,270840,755,1,1139035,Business,1,0.7883
APP00822,34,Female,Salaried,213057,624,3,293080,Vehicle,1,0.7859
APP00823,46,Female,Freelancer,273182,566,2,1012450,Home,1,0.6407
APP00824,48,Male,Business Owner,136095,536,0,891965,Business,1,0.6145
APP00825,43,Male,Self-Employed,164152,781,3,1441597,Home,1,0.6012
APP00826,34,Female,Business Owner,190029,664,1,374413,Home,1,0.7509
APP00827,44,Male,Salaried,251952,703,2,855377,Vehicle,1,0.8566
APP00828,22,Male,Self-Employed,146292,634,0,752759,Home,1,0.6666
APP00829,46,Female,Self-Employed,115570,578,4,1326100,Home,0,0.3599
APP00830,34,Male,Business Owner,148791,593,0,1013750,Education,1,0.6795
APP00831,27,Male,Business Owner,63314,572,0,615109,Home,0,0.4408
APP00832,23,Male,Salaried,257061,747,1,1479052,Home,1,0.8382
APP00833,43,Female,Freelancer,230993,799,1,1484671,Home,1,0.7809
APP00834,63,Male,Salaried,171903,682,4,157215,Home,1,0.7893
APP00835,38,Female,Freelancer,70708,558,4,846176,Business,0,0.3942
APP00836,58,Other,Unemployed,5643,719,4,738309,Medical,0,0.3514
APP00837,55,Male,Salaried,64477,781,3,1221226,Vehicle,1,0.5942
APP00838,35,Male,Business Owner,194809,757,3,1400982,Vehicle,1,0.742
APP00839,45,Male,Salaried,158692,677,1,1378051,Home,1,0.756
APP00840,57,Male,Salaried,259241,661,1,626839,Home,1,0.855
APP00841,48,Male,Self-Employed,278105,677,4,1130095,Home,1,0.6209
APP00842,30,Female,Self-Employed,191129,778,3,1208826,Vehicle,1,0.7738
APP00843,59,Female,Freelancer,235462,740,2,102526,Business,1,0.7899
APP00844,37,Female,Self-Employed,78024,649,3,741217,Vehicle,0,0.4006
APP00845,59,Male,Self-Employed,200183,647,1,201269,Education,1,0.6907
APP00846,42,Female,Business Owner,180146,641,3,119365,Home,1,0.7187
APP00847,46,Female,Unemployed,12089,594,1,531291,Business,0,0.3502
APP00848,64,Female,Salaried,73926,788,4,308510,Education,1,0.5264
APP00849,45,Male,Unemployed,28,616,4,456171,Business,0,0.2964
APP00850,37,Female,Salaried,249749,719,4,109830,Vehicle,1,0.8225
APP00851,33,Male,Business Owner,270453,627,2,771573,Business,1,0.8544
APP00852,40,Male,Salaried,106371,641,2,1404142,Personal,1,0.555
APP00853,45,Male,Salaried,182620,670,1,971800,Personal,1,0.7741
APP00854,24,Female,Salaried,123066,723,0,819223,Vehicle,1,0.6887
APP00855,30,Female,Self-Employed,194808,659,2,1329021,Vehicle,1,0.7274
APP00856,23,Male,Salaried,86562,588,1,1185442,Home,1,0.5333
APP00857,61,Male,Salaried,296978,681,3,1290306,Personal,1,0.7614
APP00858,38,Male,Self-Employed,127192,618,4,1162199,Vehicle,1,0.5006
APP00859,56,Male,Freelancer,25840,803,4,501745,Home,0,0.3204
APP00860,42,Male,Salaried,235481,659,4,384968,Education,1,0.8353
APP00861,54,Male,Salaried,56568,626,1,963283,Home,1,0.6117
APP00862,28,Female,Salaried,297990,837,4,571182,Vehicle,1,0.9042
APP00863,60,Male,Salaried,161971,739,2,876050,Vehicle,1,0.7988
APP00864,64,Male,Business Owner,111038,608,3,976754,Education,1,0.5004
APP00865,39,Male,Business Owner,222173,616,4,1100346,Home,1,0.7213
APP00866,62,Female,Self-Employed,154789,717,1,652313,Personal,1,0.7499
APP00867,61,Female,Salaried,99723,683,3,1257883,Business,1,0.5928
APP00868,57,Female,Business Owner,263755,751,4,432701,Medical,1,0.7884
APP00869,26,Male,Self-Employed,265822,626,0,1098861,Education,1,0.7015
APP00870,46,Female,Business Owner,81888,736,4,1176289,Business,0,0.4847
APP00871,54,Male,Self-Employed,208206,500,2,697831,Vehicle,1,0.6081
APP00872,26,Female,Business Owner,293227,667,3,582959,Home,1,0.7088
APP00873,57,Female,Self-Employed,168670,630,2,390360,Home,1,0.5247
APP00874,53,Female,Salaried,117416,643,0,1015655,Education,1,0.6812
APP00875,42,Female,Unemployed,9410,671,0,654158,Home,0,0.3582
APP00876,41,Female,Self-Employed,147834,771,2,1186473,Personal,1,0.6742
APP00877,26,Male,Self-Employed,137148,587,3,416914,Home,1,0.5949
APP00878,26,Female,Salaried,213467,504,0,779814,Education,1,0.8589
APP00879,24,Male,Self-Employed,296530,596,0,769242,Vehicle,1,0.7023
APP00880,50,Female,Self-Employed,175594,761,4,705089,Education,1,0.7213
APP00881,31,Male,Salaried,221604,548,1,21171,Vehicle,1,0.9561
APP00882,50,Male,Salaried,58545,634,0,458381,Home,1,0.6196
APP00883,51,Male,Self-Employed,210151,747,3,59948,Business,1,0.8221
APP00884,44,Male,Business Owner,60790,675,3,569013,Education,0,0.4176
APP00885,29,Male,Self-Employed,76012,770,4,291594,Vehicle,0,0.4778
APP00886,23,Female,Salaried,142827,517,3,1465092,Business,1,0.6052
APP00887,51,Male,Self-Employed,285123,654,4,922332,Medical,1,0.6049
APP00888,60,Male,Salaried,39260,786,0,94600,Medical,1,0.6755
APP00889,57,Female,Salaried,221211,589,0,145513,Vehicle,1,0.7941
APP00890,56,Male,Salaried,288218,762,0,121315,Education,1,0.9223
APP00891,44,Female,Salaried,165547,661,0,554403,Vehicle,1,0.8524
APP00892,51,Female,Salaried,234486,714,1,1493789,Business,1,0.8505
APP00893,26,Female,Salaried,171192,781,1,678975,Medical,1,0.847
APP00894,22,Female,Salaried,289130,714,0,680092,Home,1,0.9172
APP00895,40,Male,Salaried,265201,632,3,952871,Education,1,0.6936
APP00896,48,Female,Self-Employed,188502,724,4,52738,Business,1,0.7121
APP00897,31,Male,Self-Employed,263569,627,2,142053,Education,1,0.7203
APP00898,24,Male,Salaried,80479,701,4,1252529,Education,0,0.4964
APP00899,35,Female,Business Owner,289320,579,2,1248257,Education,1,0.7085
APP00900,26,Male,Salaried,109258,682,2,490306,Vehicle,1,0.6306
APP00901,50,Female,Self-Employed,264423,775,0,353810,Personal,1,0.8188
APP00902,58,Female,Salaried,109153,656,2,521801,Vehicle,1,0.554
APP00903,22,Female,Salaried,217990,767,0,20728,Home,1,0.9497
APP00904,35,Female,Self-Employed,284642,850,1,902284,Home,1,0.7754
APP00905,31,Male,Self-Employed,258984,677,3,127616,Home,1,0.7566
APP00906,28,Male,Freelancer,102442,729,2,228422,Vehicle,1,0.5682
APP00907,46,Female,Self-Employed,82124,718,3,832646,Vehicle,0,0.4641
APP00908,64,Male,Unemployed,5835,698,0,1048967,Home,0,0.3889
APP00909,25,Female,Salaried,103947,743,2,199007,Business,1,0.8123
APP00910,26,Female,Salaried,297217,660,4,752441,Business,1,0.8186
APP00911,46,Female,Salaried,121496,626,1,317732,Home,1,0.6326
APP00912,24,Male,Salaried,227509,557,1,1208601,Education,1,0.7131
APP00913,39,Male,Self-Employed,287037,652,2,864840,Personal,1,0.7308
APP00914,40,Male,Self-Employed,291626,752,1,306247,Education,1,0.7748
APP00915,53,Male,Salaried,247036,604,4,1129525,Business,1,0.5896
APP00916,40,Female,Freelancer,195646,699,3,1284453,Vehicle,1,0.7288
APP00917,32,Male,Business Owner,294482,670,4,976768,Business,1,0.722
APP00918,21,Male,Salaried,198790,630,1,1071999,Business,1,0.829
APP00919,46,Male,Salaried,168572,531,3,310206,Business,1,0.6902
APP00920,34,Female,Salaried,167617,789,4,708165,Medical,1,0.7864
APP00921,58,Female,Salaried,86480,721,0,72979,Personal,1,0.7287
APP00922,57,Male,Salaried,161313,850,0,93905,Vehicle,1,0.9435
APP00923,31,Male,Self-Employed,245386,766,3,1135546,Home,1,0.6808
APP00924,56,Male,Salaried,29695,787,3,73805,Education,1,0.6214
APP00925,33,Male,Salaried,233138,540,3,129779,Business,1,0.7158
APP00926,63,Female,Unemployed,8864,538,0,419852,Business,0,0.3964
APP00927,23,Female,Self-Employed,208744,683,4,591755,Home,1,0.6963
APP00928,53,Male,Freelancer,116891,588,3,501135,Home,0,0.4994
APP00929,26,Male,Salaried,249757,625,0,158079,Business,1,0.9062
APP00930,30,Other,Salaried,93754,850,3,373604,Home,1,0.7335
APP00931,25,Male,Self-Employed,65077,775,3,498963,Vehicle,1,0.5255
APP00932,43,Female,Salaried,160311,605,3,742224,Business,1,0.7118
APP00933,30,Male,Salaried,266504,490,0,406605,Vehicle,1,0.7843
APP00934,64,Male,Self-Employed,160222,598,4,1176681,Home,1,0.5305
APP00935,22,Male,Self-Employed,167181,635,0,1183111,Home,1,0.7469
APP00936,33,Male,Salaried,255822,654,0,1330178,Home,1,0.9087
APP00937,60,Female,Self-Employed,182088,577,3,609176,Home,1,0.6836
APP00938,22,Male,Salaried,168008,770,2,610310,Vehicle,1,0.8554
APP00939,40,Male,Salaried,167108,623,2,1231048,Vehicle,1,0.7327
APP00940,21,Male,Salaried,170093,731,2,717217,Home,1,0.852
APP00941,57,Male,Salaried,138694,684,0,1226175,Home,1,0.6842
APP00942,29,Male,Salaried,259456,755,3,813369,Home,1,0.7774
APP00943,37,Male,Unemployed,870,660,2,703032,Personal,0,0.3365
APP00944,29,Female,Self-Employed,269269,606,1,535400,Vehicle,1,0.706
APP00945,31,Male,Business Owner,270385,632,1,500492,Medical,1,0.7069
APP00946,35,Male,Salaried,148351,633,1,85561,Medical,1,0.7635
APP00947,44,Female,Salaried,28770,845,4,1223730,Vehicle,1,0.6354
APP00948,58,Male,Salaried,78811,686,3,652469,Business,1,0.5475
APP00949,55,Female,Salaried,291145,680,0,594770,Home,1,0.9175
APP00950,50,Male,Salaried,85848,750,0,414520,Business,1,0.654
APP00951,51,Female,Business Owner,77635,679,3,919410,Home,0,0.3439
APP00952,25,Female,Self-Employed,45946,769,4,66625,Medical,0,0.4276
APP00953,64,Female,Self-Employed,120852,650,3,1000055,Home,1,0.5681
APP00954,34,Other,Self-Employed,142729,642,4,1445079,Business,1,0.5152
APP00955,31,Male,Freelancer,195231,601,2,343390,Home,1,0.7462
APP00956,29,Female,Salaried,172522,828,2,1333308,Medical,1,0.822
APP00957,54,Male,Salaried,121748,674,4,912342,Education,1,0.5635
APP00958,32,Male,Salaried,264292,586,3,138658,Business,1,0.8843
APP00959,55,Male,Business Owner,129733,695,2,555255,Vehicle,1,0.5834
APP00960,55,Female,Unemployed,9241,627,3,402297,Education,0,0.3823
APP00961,21,Male,Salaried,87576,648,2,1014944,Vehicle,1,0.5803
APP00962,60,Female,Freelancer,180260,704,3,1344976,Personal,1,0.5364
APP00963,42,Female,Business Owner,248687,801,3,723708,Home,1,0.7297
APP00964,49,Female,Salaried,160091,688,1,924553,Personal,1,0.6729
APP00965,28,Female,Salaried,37419,623,4,723839,Vehicle,0,0.4908
APP00966,31,Male,Salaried,58697,639,0,748985,Medical,1,0.5499
APP00967,61,Male,Unemployed,4868,732,4,486356,Education,0,0.2173
APP00968,57,Male,Salaried,164045,523,3,664433,Vehicle,1,0.6957
APP00969,34,Male,Business Owner,264073,596,3,1454298,Medical,1,0.6174
APP00970,50,Male,Salaried,111649,697,4,108120,Education,1,0.6089
APP00971,55,Male,Business Owner,298280,543,3,723895,Vehicle,1,0.7535
APP00972,41,Male,Salaried,187357,654,2,1365560,Home,1,0.7484
APP00973,57,Female,Self-Employed,148168,641,3,1304088,Home,1,0.5143
APP00974,25,Female,Business Owner,113263,750,4,909079,Vehicle,0,0.4819
APP00975,39,Male,Business Owner,84155,659,4,1250235,Business,0,0.3419
APP00976,34,Female,Freelancer,41911,774,4,69321,Vehicle,0,0.39
APP00977,46,Male,Salaried,25916,686,1,1293431,Home,1,0.5656
APP00978,24,Male,Self-Employed,257695,822,1,1101778,Education,1,0.7777
APP00979,45,Female,Salaried,146937,569,1,1246236,Education,1,0.6535
APP00980,62,Male,Salaried,110053,809,1,1379951,Vehicle,1,0.576
APP00981,45,Male,Self-Employed,127395,647,1,235743,Medical,1,0.588
APP00982,38,Other,Salaried,222298,797,1,1269875,Business,1,0.8996
APP00983,60,Female,Self-Employed,50103,774,1,1032801,Home,0,0.4927
APP00984,28,Female,Unemployed,2434,451,4,1342381,Medical,0,0.297
APP00985,59,Female,Salaried,82730,718,0,1230673,Vehicle,1,0.6869
APP00986,60,Female,Self-Employed,50825,759,1,409308,Business,0,0.4717
APP00987,34,Male,Salaried,232328,786,4,665930,Home,1,0.8614
APP00988,52,Male,Salaried,62271,585,0,939588,Business,1,0.5185
APP00989,58,Male,Salaried,102256,727,1,862275,Home,1,0.7517
APP00990,53,Male,Freelancer,91433,695,0,1389998,Education,1,0.5808
APP00991,43,Female,Freelancer,238702,714,0,772638,Home,1,0.8039
APP00992,35,Male,Freelancer,126999,759,2,104328,Home,1,0.6989
APP00993,53,Female,Unemployed,2263,772,3,1296916,Home,0,0.4335
APP00994,45,Female,Salaried,48572,627,2,1344918,Home,1,0.52
APP00995,37,Female,Salaried,63546,701,0,71201,Home,1,0.7951
APP00996,53,Female,Self-Employed,231271,683,4,345415,Business,1,0.6062
APP00997,22,Female,Self-Employed,61948,660,1,222810,Home,1,0.5517
APP00998,34,Male,Salaried,125819,668,3,1463169,Vehicle,1,0.578
APP00999,60,Female,Salaried,47024,695,1,383722,Home,1,0.6362
APP01000,60,Male,Self-Employed,268480,631,4,745193,Personal,1,0.7543
APP01001,59,Female,Self-Employed,107912,750,3,411252,Personal,1,0.5843
APP01002,26,Male,Salaried,280233,781,2,1361084,Home,1,0.9302
APP01003,26,Female,Self-Employed,258746,614,0,911659,Vehicle,1,0.8391
APP01004,23,Female,Self-Employed,286139,785,4,493121,Home,1,0.7606
APP01005,27,Male,Self-Employed,157828,614,0,1158929,Personal,1,0.753
APP01006,28,Male,Salaried,256749,751,0,1453455,Vehicle,1,0.8728
APP01007,62,Other,Business Owner,127488,785,1,180316,Home,1,0.7066
APP01008,35,Male,Salaried,121741,672,4,985895,Education,1,0.6265
APP01009,49,Female,Salaried,214123,615,0,873996,Home,1,0.8243
APP01010,53,Female,Business Owner,256773,632,2,1012863,Education,1,0.7095
APP01011,50,Male,Self-Employed,199166,708,3,1204725,Business,1,0.7487
APP01012,59,Male,Salaried,243961,837,4,723209,Vehicle,1,0.8588
APP01013,47,Male,Self-Employed,72367,544,1,1340351,Education,0,0.3278
APP01014,56,Female,Self-Employed,263544,688,4,470662,Home,1,0.7335
APP01015,49,Male,Business Owner,84884,672,1,829932,Home,0,0.4492
APP01016,58,Male,Business Owner,169352,643,3,423113,Home,1,0.7013
APP01017,53,Male,Self-Employed,78251,673,2,331059,Medical,1,0.5567
APP01018,57,Female,Self-Employed,109821,636,0,964881,Home,1,0.6184
APP01019,47,Female,Salaried,108583,779,4,899192,Vehicle,1,0.649
APP01020,53,Other,Salaried,269697,787,1,299041,Education,1,0.9892
APP01021,24,Male,Salaried,35207,687,3,712640,Home,0,0.4422
APP01022,42,Female,Self-Employed,227199,668,0,910281,Vehicle,1,0.8052
APP01023,22,Female,Self-Employed,52757,640,3,1169694,Vehicle,0,0.4811
APP01024,30,Female,Salaried,176328,687,2,1378040,Education,1,0.6972
APP01025,25,Female,Salaried,287070,827,0,497702,Vehicle,1,1.0
APP01026,30,Male,Self-Employed,66340,671,0,864721,Vehicle,0,0.4483
APP01027,53,Male,Salaried,267955,612,0,566229,Education,1,0.8277
APP01028,58,Female,Business Owner,100320,648,1,765036,Vehicle,1,0.5402
APP01029,33,Male,Salaried,298363,740,0,155306,Business,1,0.9827
APP01030,51,Female,Self-Employed,34399,622,3,1061952,Home,0,0.3933
APP01031,56,Female,Freelancer,151733,677,1,1351503,Vehicle,1,0.5497
APP01032,44,Male,Salaried,254920,717,0,444465,Home,1,0.9408
APP01033,35,Female,Self-Employed,256615,628,3,315169,Home,1,0.6871
APP01034,49,Male,Salaried,110693,538,3,550735,Vehicle,1,0.5082
APP01035,28,Male,Self-Employed,125931,594,4,1275513,Medical,0,0.407
APP01036,25,Female,Self-Employed,200963,611,3,925301,Medical,1,0.6238
APP01037,49,Female,Salaried,162852,661,2,716475,Home,1,0.7773
APP01038,24,Male,Self-Employed,98551,683,0,1012512,Education,1,0.5867
APP01039,32,Male,Freelancer,249691,745,0,69834,Vehicle,1,0.7789
APP01040,22,Female,Salaried,107016,581,0,932043,Home,1,0.6367
APP01041,47,Female,Salaried,138135,734,3,467199,Business,1,0.6736
APP01042,51,Female,Freelancer,78010,650,3,422073,Business,0,0.4961
APP01043,56,Male,Self-Employed,257084,537,0,1255633,Personal,1,0.6667
APP01044,56,Male,Freelancer,63165,681,1,1144942,Home,0,0.4026
APP01045,46,Male,Self-Employed,298672,785,1,1210726,Home,1,0.8299
APP01046,63,Female,Business Owner,205680,750,2,965078,Medical,1,0.7118
APP01047,47,Male,Salaried,62136,673,4,797301,Business,0,0.4745
APP01048,25,Male,Business Owner,37076,770,2,1383344,Medical,0,0.3217
APP01049,40,Female,Freelancer,180855,695,0,181147,Home,1,0.8398
APP01050,31,Male,Self-Employed,202788,758,0,1152252,Vehicle,1,0.8179
APP01051,30,Other,Salaried,75298,547,0,1488162,Vehicle,1,0.5385
APP01052,60,Female,Salaried,94835,580,4,903320,Home,0,0.4247
APP01053,58,Female,Salaried,137424,738,3,483137,Vehicle,1,0.7914
APP01054,26,Male,Salaried,164190,803,4,1233399,Vehicle,1,0.6827
APP01055,28,Male,Salaried,279394,713,2,146203,Home,1,0.8677
APP01056,43,Female,Self-Employed,128088,640,3,1191006,Home,1,0.6113
APP01057,46,Female,Self-Employed,40185,611,3,625438,Vehicle,0,0.3167
APP01058,63,Female,Salaried,75613,654,2,747667,Vehicle,1,0.5798
APP01059,32,Male,Self-Employed,266084,777,3,943750,Medical,1,0.7764
APP01060,46,Female,Salaried,189999,652,1,1337936,Education,1,0.7934
APP01061,33,Female,Salaried,287530,763,2,315131,Home,1,0.9166
APP01062,60,Female,Salaried,67678,732,2,642312,Personal,1,0.5817
APP01063,38,Female,Self-Employed,242767,817,1,948081,Personal,1,0.8183
APP01064,45,Female,Salaried,86394,696,4,519742,Home,1,0.5586
APP01065,53,Female,Salaried,225017,676,4,576608,Business,1,0.8721
APP01066,60,Male,Salaried,140377,767,4,283445,Home,1,0.6791
APP01067,63,Male,Business Owner,146716,605,3,216123,Home,1,0.6728
APP01068,32,Male,Salaried,212486,644,1,233410,Home,1,0.9163
APP01069,64,Male,Self-Employed,80918,545,2,136560,Home,1,0.5469
APP01070,56,Male,Self-Employed,267556,579,2,1321611,Medical,1,0.7246
APP01071,24,Male,Business Owner,185527,833,2,322601,Business,1,0.7925
APP01072,25,Male,Freelancer,194807,735,3,647677,Personal,1,0.63
APP01073,57,Male,Salaried,119702,570,3,457651,Business,1,0.6245
APP01074,28,Female,Salaried,130509,775,4,293076,Education,1,0.6786
APP01075,62,Female,Freelancer,139310,623,3,276336,Business,1,0.573
APP01076,48,Male,Self-Employed,224092,731,4,812560,Personal,1,0.6411
APP01077,51,Female,Self-Employed,59622,730,4,32836,Business,0,0.4776
APP01078,29,Female,Self-Employed,134935,813,2,1345557,Business,1,0.5673
APP01079,49,Male,Self-Employed,285440,636,3,651316,Personal,1,0.5909
APP01080,34,Male,Freelancer,142919,620,4,921608,Home,1,0.557
APP01081,60,Male,Unemployed,595,464,1,135172,Business,0,0.383
APP01082,61,Female,Business Owner,94519,670,1,1343498,Medical,1,0.528
APP01083,42,Female,Salaried,212187,738,3,1101706,Personal,1,0.7953
APP01084,31,Male,Freelancer,281587,748,2,288852,Home,1,0.7945
APP01085,43,Male,Salaried,173112,780,2,379625,Vehicle,1,0.8282
APP01086,21,Male,Salaried,69772,703,4,1213880,Business,1,0.5186
APP01087,57,Male,Freelancer,147431,720,3,1246914,Home,1,0.5636
APP01088,41,Male,Salaried,219904,685,1,966916,Vehicle,1,0.8006
APP01089,46,Male,Salaried,183988,736,4,282196,Home,1,0.8939
APP01090,56,Female,Salaried,64080,605,4,223827,Education,0,0.4417
APP01091,43,Female,Freelancer,131242,567,0,1390410,Education,1,0.5663
APP01092,21,Male,Self-Employed,54048,613,3,569834,Vehicle,0,0.3684
APP01093,60,Female,Self-Employed,110205,697,4,744705,Education,1,0.5888
APP01094,35,Male,Salaried,192403,575,1,167044,Vehicle,1,0.8555
APP01095,41,Male,Business Owner,281392,629,0,1314204,Home,1,0.7209
APP01096,29,Male,Business Owner,45968,631,1,1005563,Home,0,0.3964
APP01097,29,Female,Salaried,259417,742,2,1080606,Home,1,0.8493
APP01098,30,Other,Salaried,36292,732,0,751001,Home,0,0.4987
APP01099,46,Female,Salaried,276942,685,0,1148407,Vehicle,1,0.8315
APP01100,61,Male,Unemployed,13305,716,4,87400,Business,0,0.2455
APP01101,55,Female,Self-Employed,109193,717,2,290199,Home,1,0.5693
APP01102,45,Male,Freelancer,94165,650,4,502436,Home,0,0.4717
APP01103,46,Female,Salaried,126398,636,3,752868,Business,1,0.6493
APP01104,31,Male,Business Owner,247182,802,1,952997,Education,1,0.7004
APP01105,58,Male,Business Owner,178329,480,1,609149,Personal,1,0.6328
APP01106,22,Female,Self-Employed,125588,620,4,1437244,Business,0,0.4918
APP01107,27,Female,Unemployed,10260,663,1,388970,Education,0,0.3602
APP01108,38,Male,Salaried,247345,724,1,978561,Home,1,0.8341
APP01109,47,Female,Salaried,233655,770,3,1406629,Vehicle,1,0.7865
APP01110,54,Male,Self-Employed,287838,828,2,227789,Home,1,0.8068
APP01111,47,Female,Business Owner,40588,672,0,266072,Home,0,0.4574
APP01112,37,Female,Self-Employed,217828,678,4,1049906,Home,1,0.6718
APP01113,63,Female,Salaried,267431,709,4,86497,Business,1,0.9613
APP01114,64,Female,Self-Employed,270456,637,3,814137,Vehicle,1,0.6616
APP01115,44,Female,Salaried,217214,585,3,185748,Home,1,0.7918
APP01116,45,Male,Salaried,89373,672,0,1291306,Business,1,0.6082
APP01117,27,Female,Self-Employed,31704,739,2,363784,Education,0,0.3775
APP01118,26,Male,Business Owner,65136,660,4,220117,Vehicle,0,0.4976
APP01119,44,Male,Salaried,92507,713,3,1065677,Home,0,0.4538
APP01120,53,Male,Salaried,72361,530,4,334639,Vehicle,0,0.4594
APP01121,49,Male,Salaried,167513,681,1,1456535,Personal,1,0.7677
APP01122,63,Female,Salaried,39677,647,4,543239,Home,0,0.4312
APP01123,42,Male,Business Owner,289012,577,2,257117,Home,1,0.688
APP01124,46,Female,Freelancer,108591,732,2,200606,Home,1,0.6548
APP01125,48,Male,Salaried,98168,827,4,532283,Home,1,0.6912
APP01126,41,Male,Business Owner,168115,759,1,1429295,Education,1,0.6732
APP01127,27,Male,Freelancer,96939,764,2,847350,Medical,0,0.4833
APP01128,37,Male,Business Owner,296484,736,3,1196811,Personal,1,0.7477
APP01129,40,Male,Salaried,260560,731,4,1192118,Home,1,0.7708
APP01130,61,Female,Unemployed,9316,536,1,1036538,Vehicle,0,0.3519
